datetime,pps,cum_pnl_rate,daily_pnl_rate
2021-05-28 00:00:00,1.7776,0.0000,0.0000
2021-05-29 00:00:00,1.8549,0.0435,0.0435
2021-05-30 00:00:00,1.8546,0.0433,-0.0002
2021-05-31 00:00:00,1.8545,0.0433,-0.0001
2021-06-01 00:00:00,1.8545,0.0433,0.0000
2021-06-02 00:00:00,1.8545,0.0433,0.0000
2021-06-03 00:00:00,1.8533,0.0426,-0.0006
2021-06-04 00:00:00,1.9043,0.0713,0.0275
2021-06-05 00:00:00,1.8280,0.0284,-0.0401
2021-06-06 00:00:00,1.7820,0.0025,-0.0252
2021-06-07 00:00:00,1.7919,0.0080,0.0056
2021-06-08 00:00:00,1.7075,-0.0394,-0.0471
2021-06-09 00:00:00,1.7013,-0.0429,-0.0036
2021-06-10 00:00:00,1.8639,0.0485,0.0956
2021-06-11 00:00:00,1.8335,0.0314,-0.0163
2021-06-12 00:00:00,1.8623,0.0476,0.0157
2021-06-13 00:00:00,1.7807,0.0017,-0.0438
2021-06-14 00:00:00,1.9456,0.0945,0.0926
2021-06-15 00:00:00,2.0176,0.1350,0.0370
2021-06-16 00:00:00,1.9986,0.1243,-0.0094
2021-06-17 00:00:00,1.9031,0.0706,-0.0478
2021-06-18 00:00:00,1.8891,0.0627,-0.0074
2021-06-19 00:00:00,1.7641,-0.0076,-0.0662
2021-06-20 00:00:00,1.7461,-0.0177,-0.0102
2021-06-21 00:00:00,1.7515,-0.0147,0.0031
2021-06-22 00:00:00,1.5399,-0.1337,-0.1208
2021-06-23 00:00:00,1.5861,-0.1077,0.0300
2021-06-24 00:00:00,1.6421,-0.0762,0.0353
2021-06-25 00:00:00,1.6887,-0.0500,0.0284
2021-06-26 00:00:00,1.5469,-0.1298,-0.0840
