datetime,pps,cum_pnl_rate,daily_pnl_rate
2021-03-30 00:00:00,1.3372,0.0000,0.0000
2021-03-31 00:00:00,1.3429,0.0043,0.0043
2021-04-01 00:00:00,1.3433,0.0046,0.0003
2021-04-02 00:00:00,1.3429,0.0043,-0.0003
2021-04-03 00:00:00,1.3442,0.0052,0.0010
2021-04-04 00:00:00,1.3317,-0.0041,-0.0093
2021-04-05 00:00:00,1.3355,-0.0013,0.0029
2021-04-06 00:00:00,1.3395,0.0017,0.0030
2021-04-07 00:00:00,1.3340,-0.0024,-0.0041
2021-04-08 00:00:00,1.3263,-0.0082,-0.0058
2021-04-09 00:00:00,1.3339,-0.0025,0.0057
2021-04-10 00:00:00,1.3338,-0.0025,-0.0001
2021-04-11 00:00:00,1.3408,0.0027,0.0052
2021-04-12 00:00:00,1.3421,0.0037,0.0010
2021-04-13 00:00:00,1.3411,0.0029,-0.0007
2021-04-14 00:00:00,1.3607,0.0176,0.0146
2021-04-15 00:00:00,1.3543,0.0128,-0.0047
2021-04-16 00:00:00,1.3570,0.0148,0.0020
2021-04-17 00:00:00,1.3352,-0.0015,-0.0161
2021-04-18 00:00:00,1.3348,-0.0018,-0.0003
2021-04-19 00:00:00,1.3310,-0.0046,-0.0028
2021-04-20 00:00:00,1.3286,-0.0064,-0.0018
2021-04-21 00:00:00,1.3310,-0.0046,0.0018
2021-04-22 00:00:00,1.3212,-0.0120,-0.0074
2021-04-23 00:00:00,1.3136,-0.0176,-0.0058
2021-04-24 00:00:00,1.3117,-0.0191,-0.0014
2021-04-25 00:00:00,1.3089,-0.0212,-0.0021
2021-04-26 00:00:00,1.3065,-0.0230,-0.0018
2021-04-27 00:00:00,1.3165,-0.0155,0.0077
2021-04-28 00:00:00,1.3182,-0.0142,0.0013
2021-04-29 00:00:00,1.3180,-0.0144,-0.0002
2021-04-30 00:00:00,1.3167,-0.0153,-0.0010
2021-05-01 00:00:00,1.3192,-0.0135,0.0019
2021-05-02 00:00:00,1.3193,-0.0134,0.0001
2021-05-03 00:00:00,1.3184,-0.0141,-0.0007
2021-05-04 00:00:00,1.3186,-0.0139,0.0002
2021-05-05 00:00:00,1.3158,-0.0160,-0.0021
2021-05-06 00:00:00,1.3204,-0.0126,0.0035
2021-05-07 00:00:00,1.3188,-0.0138,-0.0012
2021-05-08 00:00:00,1.3205,-0.0125,0.0013
2021-05-09 00:00:00,1.3238,-0.0100,0.0025
2021-05-10 00:00:00,1.3221,-0.0113,-0.0013
2021-05-11 00:00:00,1.3153,-0.0164,-0.0051
2021-05-12 00:00:00,1.3181,-0.0143,0.0021
2021-05-13 00:00:00,1.2921,-0.0337,-0.0197
2021-05-14 00:00:00,1.2914,-0.0343,-0.0005
2021-05-15 00:00:00,1.2906,-0.0348,-0.0006
2021-05-16 00:00:00,1.3042,-0.0247,0.0105
2021-05-17 00:00:00,1.3058,-0.0235,0.0012
2021-05-18 00:00:00,1.3208,-0.0123,0.0115
2021-05-19 00:00:00,1.3252,-0.0090,0.0033
2021-05-20 00:00:00,1.3636,0.0197,0.0290
2021-05-21 00:00:00,1.3386,0.0010,-0.0183
2021-05-22 00:00:00,1.3638,0.0199,0.0188
2021-05-23 00:00:00,1.3637,0.0198,-0.0001
2021-05-24 00:00:00,1.3886,0.0384,0.0183
2021-05-25 00:00:00,1.3517,0.0108,-0.0266
2021-05-26 00:00:00,1.3571,0.0149,0.0040
2021-05-27 00:00:00,1.3487,0.0086,-0.0062
2021-05-28 00:00:00,1.3574,0.0151,0.0065
2021-05-29 00:00:00,1.3884,0.0383,0.0228
2021-05-30 00:00:00,1.3882,0.0381,-0.0001
2021-05-31 00:00:00,1.3882,0.0381,0.0000
2021-06-01 00:00:00,1.3882,0.0381,0.0000
2021-06-02 00:00:00,1.3882,0.0381,0.0000
2021-06-03 00:00:00,1.3878,0.0378,-0.0003
2021-06-04 00:00:00,1.4069,0.0521,0.0138
2021-06-05 00:00:00,1.3783,0.0307,-0.0203
2021-06-06 00:00:00,1.3611,0.0179,-0.0125
2021-06-07 00:00:00,1.3648,0.0206,0.0027
2021-06-08 00:00:00,1.3332,-0.0030,-0.0232
2021-06-09 00:00:00,1.3309,-0.0047,-0.0017
2021-06-10 00:00:00,1.3917,0.0408,0.0457
2021-06-11 00:00:00,1.3804,0.0323,-0.0081
2021-06-12 00:00:00,1.3911,0.0403,0.0078
2021-06-13 00:00:00,1.3606,0.0175,-0.0219
2021-06-14 00:00:00,1.4222,0.0636,0.0453
2021-06-15 00:00:00,1.4493,0.0838,0.0191
2021-06-16 00:00:00,1.4422,0.0785,-0.0049
2021-06-17 00:00:00,1.4064,0.0517,-0.0248
2021-06-18 00:00:00,1.4012,0.0479,-0.0037
2021-06-19 00:00:00,1.3544,0.0129,-0.0334
2021-06-20 00:00:00,1.3476,0.0078,-0.0050
2021-06-21 00:00:00,1.3496,0.0093,0.0015
2021-06-22 00:00:00,1.2704,-0.0500,-0.0587
2021-06-23 00:00:00,1.2877,-0.0370,0.0136
2021-06-24 00:00:00,1.3087,-0.0213,0.0163
2021-06-25 00:00:00,1.3262,-0.0082,0.0134
2021-06-26 00:00:00,1.2730,-0.0480,-0.0401
2021-06-27 00:00:00,1.2693,-0.0508,-0.0029
