datetime,pps,cum_pnl_rate,daily_pnl_rate
2021-03-20 00:00:00,1.3375,0.0000,0.0000
2021-03-21 00:00:00,1.3376,0.0001,0.0001
2021-03-22 00:00:00,1.3349,-0.0019,-0.0020
2021-03-23 00:00:00,1.3229,-0.0109,-0.0090
2021-03-24 00:00:00,1.3236,-0.0104,0.0005
2021-03-25 00:00:00,1.3154,-0.0165,-0.0062
2021-03-26 00:00:00,1.3118,-0.0192,-0.0027
2021-03-27 00:00:00,1.3254,-0.0090,0.0104
2021-03-28 00:00:00,1.3286,-0.0067,0.0024
2021-03-29 00:00:00,1.3282,-0.0070,-0.0003
2021-03-30 00:00:00,1.3372,-0.0002,0.0068
2021-03-31 00:00:00,1.3429,0.0040,0.0043
2021-04-01 00:00:00,1.3433,0.0043,0.0003
2021-04-02 00:00:00,1.3429,0.0040,-0.0003
2021-04-03 00:00:00,1.3442,0.0050,0.0010
2021-04-04 00:00:00,1.3317,-0.0043,-0.0093
2021-04-05 00:00:00,1.3355,-0.0015,0.0029
2021-04-06 00:00:00,1.3395,0.0015,0.0030
2021-04-07 00:00:00,1.3340,-0.0026,-0.0041
2021-04-08 00:00:00,1.3263,-0.0084,-0.0058
2021-04-09 00:00:00,1.3339,-0.0027,0.0057
2021-04-10 00:00:00,1.3338,-0.0028,-0.0001
2021-04-11 00:00:00,1.3408,0.0025,0.0052
2021-04-12 00:00:00,1.3421,0.0034,0.0010
2021-04-13 00:00:00,1.3411,0.0027,-0.0007
2021-04-14 00:00:00,1.3607,0.0173,0.0146
2021-04-15 00:00:00,1.3543,0.0126,-0.0047
2021-04-16 00:00:00,1.3570,0.0146,0.0020
2021-04-17 00:00:00,1.3352,-0.0017,-0.0161
2021-04-18 00:00:00,1.3348,-0.0020,-0.0003
2021-04-19 00:00:00,1.3310,-0.0049,-0.0028
2021-04-20 00:00:00,1.3286,-0.0067,-0.0018
2021-04-21 00:00:00,1.3310,-0.0049,0.0018
2021-04-22 00:00:00,1.3212,-0.0122,-0.0074
2021-04-23 00:00:00,1.3136,-0.0179,-0.0058
2021-04-24 00:00:00,1.3117,-0.0193,-0.0014
2021-04-25 00:00:00,1.3089,-0.0214,-0.0021
2021-04-26 00:00:00,1.3065,-0.0232,-0.0018
2021-04-27 00:00:00,1.3165,-0.0157,0.0077
2021-04-28 00:00:00,1.3182,-0.0144,0.0013
2021-04-29 00:00:00,1.3180,-0.0146,-0.0002
2021-04-30 00:00:00,1.3167,-0.0156,-0.0010
2021-05-01 00:00:00,1.3192,-0.0137,0.0019
2021-05-02 00:00:00,1.3193,-0.0136,0.0001
2021-05-03 00:00:00,1.3184,-0.0143,-0.0007
2021-05-04 00:00:00,1.3186,-0.0141,0.0002
2021-05-05 00:00:00,1.3158,-0.0162,-0.0021
2021-05-06 00:00:00,1.3204,-0.0128,0.0035
2021-05-07 00:00:00,1.3188,-0.0140,-0.0012
2021-05-08 00:00:00,1.3205,-0.0127,0.0013
2021-05-09 00:00:00,1.3238,-0.0102,0.0025
2021-05-10 00:00:00,1.3221,-0.0115,-0.0013
2021-05-11 00:00:00,1.3153,-0.0166,-0.0051
2021-05-12 00:00:00,1.3181,-0.0145,0.0021
2021-05-13 00:00:00,1.2921,-0.0339,-0.0197
2021-05-14 00:00:00,1.2914,-0.0345,-0.0005
2021-05-15 00:00:00,1.2906,-0.0351,-0.0006
2021-05-16 00:00:00,1.3042,-0.0249,0.0105
2021-05-17 00:00:00,1.3058,-0.0237,0.0012
2021-05-18 00:00:00,1.3208,-0.0125,0.0115
2021-05-19 00:00:00,1.3252,-0.0092,0.0033
2021-05-20 00:00:00,1.3636,0.0195,0.0290
2021-05-21 00:00:00,1.3386,0.0008,-0.0183
2021-05-22 00:00:00,1.3638,0.0197,0.0188
2021-05-23 00:00:00,1.3637,0.0196,-0.0001
2021-05-24 00:00:00,1.3886,0.0382,0.0183
2021-05-25 00:00:00,1.3517,0.0106,-0.0266
2021-05-26 00:00:00,1.3571,0.0147,0.0040
2021-05-27 00:00:00,1.3487,0.0084,-0.0062
2021-05-28 00:00:00,1.3574,0.0149,0.0065
2021-05-29 00:00:00,1.3884,0.0381,0.0228
2021-05-30 00:00:00,1.3882,0.0379,-0.0001
2021-05-31 00:00:00,1.3882,0.0379,0.0000
2021-06-01 00:00:00,1.3882,0.0379,0.0000
2021-06-02 00:00:00,1.3882,0.0379,0.0000
2021-06-03 00:00:00,1.3878,0.0376,-0.0003
2021-06-04 00:00:00,1.4069,0.0519,0.0138
2021-06-05 00:00:00,1.3783,0.0305,-0.0203
2021-06-06 00:00:00,1.3611,0.0176,-0.0125
2021-06-07 00:00:00,1.3648,0.0204,0.0027
2021-06-08 00:00:00,1.3332,-0.0032,-0.0232
2021-06-09 00:00:00,1.3309,-0.0049,-0.0017
2021-06-10 00:00:00,1.3917,0.0405,0.0457
2021-06-11 00:00:00,1.3804,0.0321,-0.0081
2021-06-12 00:00:00,1.3911,0.0401,0.0078
2021-06-13 00:00:00,1.3606,0.0173,-0.0219
2021-06-14 00:00:00,1.4222,0.0633,0.0453
2021-06-15 00:00:00,1.4493,0.0836,0.0191
2021-06-16 00:00:00,1.4422,0.0783,-0.0049
2021-06-17 00:00:00,1.4064,0.0515,-0.0248
