datetime,pps,cum_pnl_rate,daily_pnl_rate
2021-05-06 00:00:00,1.0030,0.0000,0.0000
2021-05-07 00:00:00,1.0043,0.0013,0.0013
2021-05-08 00:00:00,1.0051,0.0021,0.0008
2021-05-09 00:00:00,1.0075,0.0045,0.0024
2021-05-10 00:00:00,1.0077,0.0047,0.0002
2021-05-11 00:00:00,1.0056,0.0026,-0.0021
2021-05-12 00:00:00,1.0074,0.0044,0.0018
2021-05-13 00:00:00,1.0050,0.0020,-0.0024
2021-05-14 00:00:00,0.9960,-0.0070,-0.0090
2021-05-15 00:00:00,0.9971,-0.0059,0.0011
2021-05-16 00:00:00,0.9984,-0.0046,0.0013
2021-05-17 00:00:00,0.9984,-0.0046,0.0000
2021-05-18 00:00:00,0.9971,-0.0059,-0.0013
2021-05-19 00:00:00,1.0020,-0.0010,0.0049
2021-05-20 00:00:00,1.0009,-0.0021,-0.0011
2021-05-21 00:00:00,1.0021,-0.0009,0.0012
2021-05-22 00:00:00,1.0036,0.0006,0.0015
2021-05-23 00:00:00,1.0024,-0.0006,-0.0012
2021-05-24 00:00:00,1.0035,0.0005,0.0011
2021-05-25 00:00:00,1.0024,-0.0006,-0.0011
2021-05-26 00:00:00,1.0014,-0.0016,-0.0010
2021-05-27 00:00:00,1.0015,-0.0015,0.0001
2021-05-28 00:00:00,1.0036,0.0006,0.0021
2021-05-29 00:00:00,1.0048,0.0018,0.0012
2021-05-30 00:00:00,1.0044,0.0014,-0.0004
2021-05-31 00:00:00,1.0056,0.0026,0.0012
2021-06-01 00:00:00,1.0073,0.0043,0.0017
2021-06-02 00:00:00,1.0061,0.0031,-0.0012
2021-06-03 00:00:00,1.0079,0.0049,0.0018
2021-06-04 00:00:00,1.0090,0.0060,0.0011
2021-06-05 00:00:00,1.0055,0.0025,-0.0035
2021-06-06 00:00:00,1.0051,0.0021,-0.0004
2021-06-07 00:00:00,1.0057,0.0027,0.0006
2021-06-08 00:00:00,1.0024,-0.0006,-0.0033
2021-06-09 00:00:00,1.0015,-0.0015,-0.0009
2021-06-10 00:00:00,1.0070,0.0040,0.0055
2021-06-11 00:00:00,1.0067,0.0037,-0.0003
2021-06-12 00:00:00,1.0089,0.0059,0.0022
2021-06-13 00:00:00,1.0050,0.0020,-0.0039
2021-06-14 00:00:00,1.0108,0.0078,0.0058
2021-06-15 00:00:00,1.0162,0.0132,0.0053
2021-06-16 00:00:00,1.0157,0.0127,-0.0005
2021-06-17 00:00:00,1.0108,0.0078,-0.0048
2021-06-18 00:00:00,1.0104,0.0074,-0.0004
2021-06-19 00:00:00,1.0035,0.0005,-0.0068
2021-06-20 00:00:00,1.0027,-0.0003,-0.0008
2021-06-21 00:00:00,1.0033,0.0003,0.0006
2021-06-22 00:00:00,0.9915,-0.0115,-0.0118
2021-06-23 00:00:00,0.9938,-0.0092,0.0023
2021-06-24 00:00:00,0.9961,-0.0069,0.0023
2021-06-25 00:00:00,0.9982,-0.0048,0.0021
2021-06-26 00:00:00,0.9903,-0.0127,-0.0079
2021-06-27 00:00:00,0.9887,-0.0143,-0.0016
2021-06-28 00:00:00,0.9873,-0.0157,-0.0014
2021-06-29 00:00:00,0.9857,-0.0172,-0.0016
2021-06-30 00:00:00,0.9885,-0.0145,0.0028
2021-07-01 00:00:00,1.0103,0.0073,0.0221
2021-07-02 00:00:00,0.9828,-0.0201,-0.0272
2021-07-03 00:00:00,0.9823,-0.0206,-0.0005
2021-07-04 00:00:00,0.9832,-0.0197,0.0009
2021-07-05 00:00:00,0.9832,-0.0197,0.0000
2021-07-06 00:00:00,0.9820,-0.0209,-0.0012
2021-07-07 00:00:00,0.9837,-0.0192,0.0017
2021-07-08 00:00:00,0.9837,-0.0192,0.0000
2021-07-09 00:00:00,0.9837,-0.0192,0.0000
2021-07-10 00:00:00,0.9825,-0.0204,-0.0012
2021-07-11 00:00:00,0.9828,-0.0201,0.0003
2021-07-12 00:00:00,0.9831,-0.0198,0.0003
2021-07-13 00:00:00,0.9783,-0.0246,-0.0049
2021-07-14 00:00:00,0.9775,-0.0254,-0.0008
2021-07-15 00:00:00,0.9769,-0.0260,-0.0006
2021-07-16 00:00:00,0.9765,-0.0264,-0.0004
2021-07-17 00:00:00,0.9771,-0.0258,0.0006
2021-07-18 00:00:00,0.9762,-0.0267,-0.0009
2021-07-19 00:00:00,0.9748,-0.0281,-0.0014
2021-07-20 00:00:00,0.9763,-0.0266,0.0015
2021-07-21 00:00:00,0.9753,-0.0276,-0.0010
2021-07-22 00:00:00,0.9737,-0.0292,-0.0016
2021-07-23 00:00:00,0.9758,-0.0271,0.0022
2021-07-24 00:00:00,0.9760,-0.0269,0.0002
2021-07-25 00:00:00,0.9768,-0.0261,0.0008
2021-07-26 00:00:00,0.9791,-0.0238,0.0024
2021-07-27 00:00:00,0.9879,-0.0151,0.0090
2021-07-28 00:00:00,0.9928,-0.0102,0.0050
2021-07-29 00:00:00,0.9982,-0.0048,0.0054
2021-07-30 00:00:00,0.9985,-0.0045,0.0003
2021-07-31 00:00:00,1.0047,0.0017,0.0062
2021-08-01 00:00:00,1.0047,0.0017,0.0000
2021-08-02 00:00:00,0.9967,-0.0063,-0.0080
2021-08-03 00:00:00,0.9938,-0.0092,-0.0029
